candidate_id,rank,score,reasoning
CAND_0070333,86,43.1258,"4.7 years of professional experience. Currently works as ai research engineer at tcs. Matches important JD skills including elasticsearch, faiss, milvus, weaviate. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Most experience appears to come from service-based organizations. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0087783,87,43.0662,"6.7 years of professional experience. Currently works as senior software engineer (ml) at meesho. Matches important JD skills including embeddings, lora, peft, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0036184,88,43.0104,"6.0 years of professional experience. Currently works as recommendation systems engineer at cred. Matches important JD skills including embeddings, faiss, pinecone, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0081321,89,42.9949,"5.3 years of professional experience. Currently works as senior software engineer (ml) at freshworks. Matches important JD skills including lora, milvus, peft, python, weaviate. Experience falls within the desired range. Career history shows good alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0008618,90,42.7454,"4.7 years of professional experience. Currently works as computer vision engineer at saarthi.ai. Matches important JD skills including embeddings, opensearch, peft, pinecone, weaviate. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0030784,91,42.6984,"4.4 years of professional experience. Currently works as data scientist at yellow.ai. Matches important JD skills including embeddings, pinecone, python, qlora. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0023583,92,42.6117,"4.1 years of professional experience. Currently works as ml engineer at yellow.ai. Matches important JD skills including elasticsearch, opensearch, pinecone, qlora. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0011125,93,42.5852,"6.6 years of professional experience. Currently works as junior ml engineer at wysa. Matches important JD skills including embeddings, milvus, peft, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0074648,94,42.474,"4.1 years of professional experience. Currently works as ai research engineer at flipkart. Matches important JD skills including embeddings, opensearch, pinecone, python, qdrant. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0075574,95,42.4367,"5.7 years of professional experience. Currently works as machine learning engineer at haptik. Matches important JD skills including elasticsearch, opensearch, qdrant, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0087630,96,42.332,"7.2 years of professional experience. Currently works as ai engineer at vedantu. Matches important JD skills including elasticsearch, embeddings, opensearch, qlora. Experience falls within the desired range. Career history shows good alignment with the JD. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0051936,97,42.2629,"3.9 years of professional experience. Currently works as ai research engineer at observe.ai. Matches important JD skills including embeddings, lora, peft, python. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0041611,98,42.2359,"6.4 years of professional experience. Currently works as staff machine learning engineer at locobuzz. Matches important JD skills including opensearch, qdrant, qlora, weaviate. Experience falls within the desired range. Career history shows good alignment with the JD. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0094056,99,42.1084,"5.9 years of professional experience. Currently works as nlp engineer at rephrase.ai. Matches important JD skills including embeddings, milvus, peft, pinecone. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0042029,100,42.0676,"6.5 years of professional experience. Currently works as senior data scientist at flipkart. Matches important JD skills including elasticsearch, embeddings, opensearch, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
